"","Participant","Run","Block","Trial","Condition","Image","RestImage","ConditionOnset","ConditionResposne","ConditionRt"
"SON2_004.15","SON2_004",1,15,15,"negative","17F_F.png","Context004.jpg",62.2301,"1!",1.2896
"SON2_004.16","SON2_004",1,16,16,"positive","08F_H.png","Context004.jpg",64.2913,"7&",1.5638
"SON2_004.17","SON2_004",1,17,17,"negative","29M_F.png","Context004.jpg",66.3703,"1!",1.1095
"SON2_004.18","SON2_004",1,18,18,"neutral","08F_N.png","Context004.jpg",68.4487,"1!",1.6069
"SON2_004.19","SON2_004",1,19,19,"negative","33M_F.png","Context004.jpg",70.5107,"7&",1.4971
"SON2_004.20","SON2_004",1,20,20,"negative","31M_F.png","Context004.jpg",72.5888,"1!",1.7146
"SON2_004.21","SON2_004",1,21,21,"negative","37M_F.png","Context004.jpg",74.6842,"1!",1.0276
"SON2_004.22","SON2_004",1,22,22,"neutral","22M_N.png","Context004.jpg",76.7634,"",NA
"SON2_004.23","SON2_004",1,23,23,"neutral","37M_N.png","Context004.jpg",78.8245,"7&",0.215
"SON2_004.24","SON2_004",1,24,24,"positive","20M_H.png","Context004.jpg",81.069,"1!",1.4506
"SON2_004.25","SON2_004",1,25,25,"neutral","31M_N.png","Context004.jpg",83.1302,"1!",1.4533
"SON2_004.26","SON2_004",1,26,26,"positive","01F_H.png","Context004.jpg",85.1926,"7&",1.2151
"SON2_004.27","SON2_004",1,27,27,"positive","22M_H.png","Context004.jpg",87.2544,"7&",1.1053
"SON2_004.28","SON2_004",1,28,28,"neutral","41M_N.png","Context004.jpg",89.3162,"7&",0.979
"SON2_004.29","SON2_004",1,29,29,"neutral","06F_N.png","Context004.jpg",91.3946,"1!",1.093
"SON2_004.30","SON2_004",1,30,30,"positive","43M_H.png","Context004.jpg",93.4731,"1!",1.4146
"SON2_004.31","SON2_004",1,31,31,"positive","02F_H.png","Context004.jpg",95.5515,"7&",1.2401
"SON2_004.32","SON2_004",1,32,32,"neutral","16F_N.png","Context004.jpg",97.6299,"1!",0.8497
"SON2_004.33","SON2_004",1,33,33,"positive","32M_H.png","Context004.jpg",99.7084,"1!",1.2432
"SON2_004.34","SON2_004",1,34,34,"positive","17F_H.png","Context004.jpg",101.7872,"7&",1.1728
"SON2_004.35","SON2_004",1,35,35,"positive","33M_H.png","Context004.jpg",103.9317,"7&",1.3079
"SON2_004.36","SON2_004",1,36,36,"negative","21M_F.png","Context004.jpg",106.0102,"1!",1.1333
"SON2_004.37","SON2_004",1,37,37,"neutral","01F_N.png","Context004.jpg",108.0887,"1!",1.191
"SON2_004.38","SON2_004",1,38,38,"negative","08F_F.png","Context004.jpg",110.1671,"1!",1.0326
"SON2_004.39","SON2_004",1,39,39,"neutral","43M_N.png","Context004.jpg",112.2454,"7&",1.8021
"SON2_004.40","SON2_004",1,40,40,"negative","12F_F.png","Context004.jpg",114.3239,"1!",0.6677
"SON2_004.41","SON2_004",1,41,41,"neutral","27M_N.png","Context004.jpg",116.4027,"1!",0.9732
"SON2_004.42","SON2_004",1,42,42,"neutral","14F_N.png","Context004.jpg",118.4808,"1!",1.3909
"SON2_004.43","SON2_004",1,43,43,"positive","30M_H.png","Context004.jpg",120.5592,"1!",0.8484
"SON2_004.44","SON2_004",1,44,44,"neutral","03F_N.png","Context004.jpg",122.638,"7&",1.026
"SON2_004.45","SON2_004",1,45,45,"neutral","23M_N.png","Context004.jpg",124.716,"7&",1.1155
"SON2_004.46","SON2_004",1,46,46,"negative","40M_F.png","Context004.jpg",126.7776,"1!",0.9418
"SON2_004.47","SON2_004",1,47,47,"positive","25M_H.png","Context004.jpg",128.8563,"7&",1.2873
"SON2_004.48","SON2_004",1,48,48,"negative","13F_F.png","Context004.jpg",130.9348,"1!",1.8249
"SON2_004.49","SON2_004",1,49,49,"neutral","40M_N.png","Context004.jpg",133.0132,"1!",1.0266
"SON2_004.50","SON2_004",1,50,50,"negative","09F_F.png","Context004.jpg",135.0916,"1!",1.484
"SON2_004.51","SON2_004",1,51,51,"negative","16F_F.png","Context004.jpg",137.17,"1!",1.4056
"SON2_004.52","SON2_004",1,52,52,"neutral","26M_N.png","Context004.jpg",139.2486,"1!",1.0231
"SON2_004.53","SON2_004",1,53,53,"neutral","07F_N.png","Context004.jpg",141.3269,"1!",0.9447
"SON2_004.54","SON2_004",1,54,54,"negative","35M_F.png","Context004.jpg",143.3886,"1!",0.9547
"SON2_004.55","SON2_004",1,55,55,"neutral","17F_N.png","Context004.jpg",145.4672,"7&",1.0764
"SON2_004.56","SON2_004",1,56,56,"neutral","38M_N.png","Context004.jpg",147.5292,"1!",1.0307
"SON2_004.57","SON2_004",1,57,57,"positive","18F_H.png","Context004.jpg",149.5907,"7&",0.969
"SON2_004.58","SON2_004",1,58,58,"negative","39M_F.png","Context004.jpg",151.6359,"7&",1.0356
"SON2_004.59","SON2_004",1,59,59,"negative","27M_F.png","Context004.jpg",153.7142,"1!",0.9094
"SON2_004.60","SON2_004",1,60,60,"positive","26M_H.png","Context004.jpg",155.7932,"7&",0.9988
"SON2_004.61","SON2_004",1,61,61,"negative","10F_F.png","Context004.jpg",157.8719,"1!",0.9203
"SON2_004.62","SON2_004",1,62,62,"positive","28M_H.png","Context004.jpg",159.9497,"1!",1.6499
"SON2_004.63","SON2_004",1,63,63,"neutral","29M_N.png","Context004.jpg",162.028,"1!",0.9796
"SON2_004.64","SON2_004",1,64,64,"negative","19F_F.png","Context004.jpg",164.1064,"1!",1.4531
"SON2_004.65","SON2_004",1,65,65,"negative","18F_F.png","Context004.jpg",166.1682,"1!",1.7113
"SON2_004.66","SON2_004",1,66,66,"positive","12F_H.png","Context004.jpg",168.2468,"1!",0.8008
"SON2_004.67","SON2_004",1,67,67,"positive","14F_H.png","Context004.jpg",170.3252,"7&",0.9864
"SON2_004.68","SON2_004",1,68,68,"neutral","42M_N.png","Context004.jpg",172.4037,"7&",0.8679
"SON2_004.69","SON2_004",1,69,69,"neutral","34M_N.png","Context004.jpg",174.4653,"1!",1.0143
"SON2_004.70","SON2_004",1,70,70,"negative","34M_F.png","Context004.jpg",176.5438,"1!",0.7198
"SON2_004.71","SON2_004",1,71,71,"positive","42M_H.png","Context004.jpg",178.6222,"7&",1.1134
"SON2_004.72","SON2_004",1,72,72,"negative","01F_F.png","Context004.jpg",180.7008,"1!",0.9388
"SON2_004.73","SON2_004",1,73,73,"negative","05F_F.png","Context004.jpg",182.7792,"1!",1.3644
"SON2_004.74","SON2_004",1,74,74,"negative","07F_F.png","Context004.jpg",184.8575,"1!",1.526
"SON2_004.75","SON2_004",1,75,75,"neutral","09F_N.png","Context004.jpg",186.9361,"7&",1.2071
"SON2_004.76","SON2_004",1,76,76,"negative","25M_F.png","Context004.jpg",189.0145,"1!",1.3131
"SON2_004.77","SON2_004",1,77,77,"positive","38M_H.png","Context004.jpg",191.1096,"7&",1.386
"SON2_004.78","SON2_004",1,78,78,"neutral","30M_N.png","Context004.jpg",193.1712,"1!",1.2364
"SON2_004.79","SON2_004",1,79,79,"positive","15F_H.png","Context004.jpg",195.2337,"7&",1.2145
"SON2_004.80","SON2_004",1,80,80,"negative","42M_F.png","Context004.jpg",197.3116,"7&",1.424
"SON2_004.81","SON2_004",1,81,81,"negative","02F_F.png","Context004.jpg",199.39,"1!",1.0016
"SON2_004.82","SON2_004",1,82,82,"positive","36M_H.png","Context004.jpg",201.4689,"7&",0.891
"SON2_004.83","SON2_004",1,83,83,"neutral","19F_N.png","Context004.jpg",203.5468,"1!",0.9009
"SON2_004.84","SON2_004",1,84,84,"negative","11F_F.png","Context004.jpg",205.6254,"7&",0.7582
"SON2_004.85","SON2_004",1,85,85,"positive","35M_H.png","Context004.jpg",207.7038,"1!",1.2556
"SON2_004.86","SON2_004",1,86,86,"neutral","35M_N.png","Context004.jpg",209.749,"",NA
"SON2_004.87","SON2_004",1,87,87,"neutral","12F_N.png","Context004.jpg",211.8274,"1!",0.6842
"SON2_004.88","SON2_004",1,88,88,"positive","39M_H.png","Context004.jpg",213.8887,"7&",0.9264
"SON2_004.89","SON2_004",1,89,89,"positive","40M_H.png","Context004.jpg",215.9676,"7&",1.3039
"SON2_004.90","SON2_004",1,90,90,"negative","23M_F.png","Context004.jpg",218.0299,"7&",1.4584
"SON2_004.91","SON2_004",1,91,91,"positive","21M_H.png","Context004.jpg",220.0908,"7&",0.9964
"SON2_004.92","SON2_004",1,92,92,"positive","24M_H.png","Context004.jpg",222.1697,"7&",0.8699
"SON2_004.93","SON2_004",1,93,93,"neutral","20M_N.png","Context004.jpg",224.2315,"1!",0.792
"SON2_004.94","SON2_004",1,94,94,"negative","36M_F.png","Context004.jpg",226.3102,"1!",1.4177
"SON2_004.95","SON2_004",1,95,95,"positive","34M_H.png","Context004.jpg",228.3885,"7&",1.0432
"SON2_004.96","SON2_004",1,96,96,"neutral","21M_N.png","Context004.jpg",230.4668,"7&",1.3728
"SON2_004.97","SON2_004",1,97,97,"positive","10F_H.png","Context004.jpg",232.5288,"7&",1.247
"SON2_004.98","SON2_004",1,98,98,"neutral","10F_N.png","Context004.jpg",234.6402,"1!",0.7434
"SON2_004.99","SON2_004",1,99,99,"positive","37M_H.png","Context004.jpg",236.7195,"7&",1.1048
"SON2_004.100","SON2_004",1,100,100,"neutral","13F_N.png","Context004.jpg",238.7972,"1!",0.9785
"SON2_004.101","SON2_004",1,101,101,"positive","29M_H.png","Context004.jpg",240.8595,"7&",1.5877
"SON2_004.102","SON2_004",1,102,102,"positive","03F_H.png","Context004.jpg",242.9208,"7&",0.8066
"SON2_004.103","SON2_004",1,103,103,"positive","31M_H.png","Context004.jpg",244.9999,"1!",1.4566
"SON2_004.104","SON2_004",1,104,104,"neutral","32M_N.png","Context004.jpg",247.0776,"1!",1.122
"SON2_004.105","SON2_004",1,105,105,"positive","27M_H.png","Context004.jpg",249.1569,"7&",1.4515
"SON2_004.106","SON2_004",1,106,106,"neutral","39M_N.png","Context004.jpg",251.2186,"7&",1.4618
"SON2_004.107","SON2_004",1,107,107,"neutral","15F_N.png","Context004.jpg",253.2965,"1!",1.5595
"SON2_004.108","SON2_004",1,108,108,"negative","24M_F.png","Context004.jpg",255.3917,"7&",1.2881
"SON2_004.109","SON2_004",1,109,109,"negative","28M_F.png","Context004.jpg",257.4532,"1!",0.8261
"SON2_004.110","SON2_004",1,110,110,"positive","06F_H.png","Context004.jpg",259.5149,"1!",1.8688
"SON2_004.111","SON2_004",1,111,111,"positive","13F_H.png","Context004.jpg",261.5935,"1!",0.9342
"SON2_004.112","SON2_004",1,112,112,"neutral","02F_N.png","Context004.jpg",263.6718,"1!",1.1678
"SON2_004.113","SON2_004",1,113,113,"positive","41M_H.png","Context004.jpg",265.7503,"7&",0.9213
"SON2_004.114","SON2_004",1,114,114,"negative","03F_F.png","Context004.jpg",267.7955,"1!",1.3642
"SON2_004.115","SON2_004",1,115,115,"positive","23M_H.png","Context004.jpg",269.8743,"7&",0.8697
"SON2_004.116","SON2_004",1,116,116,"negative","43M_F.png","Context004.jpg",271.9195,"1!",1.4965
"SON2_004.117","SON2_004",1,117,117,"neutral","18F_N.png","Context004.jpg",273.9805,"1!",1.4668
"SON2_004.118","SON2_004",1,118,118,"negative","06F_F.png","Context004.jpg",276.0594,"1!",0.7723
"SON2_004.119","SON2_004",1,119,119,"neutral","05F_N.png","Context004.jpg",278.1214,"1!",0.7985
"SON2_004.120","SON2_004",1,120,120,"neutral","25M_N.png","Context004.jpg",280.1999,"1!",1.112
"SON2_004.121","SON2_004",1,121,121,"negative","32M_F.png","Context004.jpg",282.2786,"1!",1.0262
"SON2_004.122","SON2_004",1,122,122,"positive","19F_H.png","Context004.jpg",284.3564,"7&",0.7872
"SON2_004.123","SON2_004",1,123,123,"neutral","36M_N.png","Context004.jpg",286.4349,"1!",1.2208
"SON2_004.124","SON2_004",1,124,124,"negative","20M_F.png","Context004.jpg",288.5132,"1!",0.9503
"SON2_004.125","SON2_004",1,125,125,"negative","14F_F.png","Context004.jpg",290.5916,"1!",1.3438
"SON2_004.126","SON2_004",1,126,126,"negative","41M_F.png","Context004.jpg",292.6702,"7&",1.0654
"SON2_002.1","SON2_002",1,1,1,"negative","26M_F.png","Context001.jpg",93.5076,"1!",1.1799
"SON2_002.2","SON2_002",1,2,2,"neutral","24M_N.png","Context002.jpg",95.5857,"7&",1.4695
"SON2_002.3","SON2_002",1,3,3,"positive","07F_H.png","Context003.jpg",97.6645,"7&",0.775
"SON2_002.4","SON2_002",1,4,4,"positive","11F_H.png","Context004.jpg",99.7429,"7&",0.8646
"SON2_002.5","SON2_002",1,5,5,"neutral","28M_N.png","Context001.jpg",101.8213,"1!",0.7862
"SON2_002.6","SON2_002",1,6,6,"negative","22M_F.png","Context002.jpg",103.8998,"1!",0.6997
"SON2_002.7","SON2_002",1,7,7,"neutral","11F_N.png","Context003.jpg",105.9782,"7&",1.3493
"SON2_002.8","SON2_002",1,8,8,"positive","16F_H.png","Context004.jpg",108.04,"1!",0.8475
"SON2_002.9","SON2_002",1,9,9,"neutral","33M_N.png","Context004.jpg",110.1184,"1!",0.6731
"SON2_002.10","SON2_002",1,10,10,"positive","09F_H.png","Context004.jpg",112.1969,"7&",0.7226
"SON2_002.11","SON2_002",1,11,11,"negative","15F_F.png","Context004.jpg",114.2753,"1!",0.6602
"SON2_002.12","SON2_002",1,12,12,"positive","05F_H.png","Context004.jpg",116.3538,"1!",0.7017
"SON2_002.13","SON2_002",1,13,13,"negative","38M_F.png","Context004.jpg",118.4321,"1!",0.8795
"SON2_002.14","SON2_002",1,14,14,"negative","30M_F.png","Context004.jpg",120.5106,"1!",0.769
"SON2_002.15","SON2_002",1,15,15,"negative","17F_F.png","Context004.jpg",122.5724,"1!",0.691
"SON2_002.16","SON2_002",1,16,16,"positive","08F_H.png","Context004.jpg",124.6509,"7&",0.4766
"SON2_002.17","SON2_002",1,17,17,"negative","29M_F.png","Context004.jpg",126.7293,"7&",1.1184
"SON2_002.18","SON2_002",1,18,18,"neutral","08F_N.png","Context004.jpg",128.8077,"1!",0.7117
"SON2_002.19","SON2_002",1,19,19,"negative","33M_F.png","Context004.jpg",130.8862,"1!",0.5773
"SON2_002.20","SON2_002",1,20,20,"negative","31M_F.png","Context004.jpg",132.948,"1!",0.5635
"SON2_002.21","SON2_002",1,21,21,"negative","37M_F.png","Context004.jpg",135.0264,"1!",0.8051
"SON2_002.22","SON2_002",1,22,22,"neutral","22M_N.png","Context004.jpg",137.0716,"1!",0.8639
"SON2_002.23","SON2_002",1,23,23,"neutral","37M_N.png","Context004.jpg",139.15,"1!",1.3776
"SON2_002.24","SON2_002",1,24,24,"positive","20M_H.png","Context004.jpg",141.2117,"1!",0.6117
"SON2_002.25","SON2_002",1,25,25,"neutral","31M_N.png","Context004.jpg",143.2903,"1!",0.8772
"SON2_002.26","SON2_002",1,26,26,"positive","01F_H.png","Context004.jpg",145.3687,"7&",1.1108
"SON2_002.27","SON2_002",1,27,27,"positive","22M_H.png","Context004.jpg",147.4471,"7&",0.9204
"SON2_002.28","SON2_002",1,28,28,"neutral","41M_N.png","Context004.jpg",149.509,"7&",1.0827
"SON2_002.29","SON2_002",1,29,29,"neutral","06F_N.png","Context004.jpg",151.5541,"1!",0.9173
"SON2_002.30","SON2_002",1,30,30,"positive","43M_H.png","Context004.jpg",153.7821,"7&",1.1454
"SON2_002.31","SON2_002",1,31,31,"positive","02F_H.png","Context004.jpg",155.8606,"7&",0.6511
"SON2_002.32","SON2_002",1,32,32,"neutral","16F_N.png","Context004.jpg",157.9225,"1!",0.741
"SON2_002.33","SON2_002",1,33,33,"positive","32M_H.png","Context004.jpg",160.0009,"7&",0.6066
"SON2_002.34","SON2_002",1,34,34,"positive","17F_H.png","Context004.jpg",162.0793,"7&",0.8882
"SON2_002.35","SON2_002",1,35,35,"positive","33M_H.png","Context004.jpg",164.1411,"7&",0.8664
"SON2_002.36","SON2_002",1,36,36,"negative","21M_F.png","Context004.jpg",166.2196,"1!",0.996
"SON2_002.37","SON2_002",1,37,37,"neutral","01F_N.png","Context004.jpg",168.298,"1!",0.7975
"SON2_002.38","SON2_002",1,38,38,"negative","08F_F.png","Context004.jpg",170.3929,"1!",0.7265
"SON2_002.39","SON2_002",1,39,39,"neutral","43M_N.png","Context004.jpg",172.4548,"1!",0.9927
"SON2_002.40","SON2_002",1,40,40,"negative","12F_F.png","Context004.jpg",174.5333,"1!",0.6982
"SON2_002.41","SON2_002",1,41,41,"neutral","27M_N.png","Context004.jpg",176.6117,"1!",1.1639
"SON2_002.42","SON2_002",1,42,42,"neutral","14F_N.png","Context004.jpg",178.69,"1!",0.7493
"SON2_002.43","SON2_002",1,43,43,"positive","30M_H.png","Context004.jpg",180.7685,"1!",0.9189
"SON2_002.44","SON2_002",1,44,44,"neutral","03F_N.png","Context004.jpg",182.847,"1!",0.7445
"SON2_002.45","SON2_002",1,45,45,"neutral","23M_N.png","Context004.jpg",184.9254,"7&",0.922
"SON2_002.46","SON2_002",1,46,46,"negative","40M_F.png","Context004.jpg",187.0039,"1!",1.2836
"SON2_002.47","SON2_002",1,47,47,"positive","25M_H.png","Context004.jpg",189.0823,"7&",1.3252
"SON2_002.48","SON2_002",1,48,48,"negative","13F_F.png","Context004.jpg",191.1607,"7&",1.1027
"SON2_002.49","SON2_002",1,49,49,"neutral","40M_N.png","Context004.jpg",193.2226,"1!",1.7849
"SON2_002.50","SON2_002",1,50,50,"negative","09F_F.png","Context004.jpg",195.301,"7&",0.5865
"SON2_002.51","SON2_002",1,51,51,"negative","16F_F.png","Context004.jpg",197.3794,"1!",0.6361
"SON2_002.52","SON2_002",1,52,52,"neutral","26M_N.png","Context004.jpg",199.4412,"1!",0.7022
"SON2_002.53","SON2_002",1,53,53,"neutral","07F_N.png","Context004.jpg",201.5196,"7&",1.2399
"SON2_002.54","SON2_002",1,54,54,"negative","35M_F.png","Context004.jpg",203.5981,"1!",1.2734
"SON2_002.55","SON2_002",1,55,55,"neutral","17F_N.png","Context004.jpg",205.6765,"1!",1.2909
"SON2_002.56","SON2_002",1,56,56,"neutral","38M_N.png","Context004.jpg",207.755,"1!",1.0765
"SON2_002.57","SON2_002",1,57,57,"positive","18F_H.png","Context004.jpg",209.8168,"7&",0.8707
"SON2_002.58","SON2_002",1,58,58,"negative","39M_F.png","Context004.jpg",211.8785,"7&",1.5449
"SON2_002.59","SON2_002",1,59,59,"negative","27M_F.png","Context004.jpg",213.957,"1!",1.1386
"SON2_002.60","SON2_002",1,60,60,"positive","26M_H.png","Context004.jpg",216.0355,"7&",1.004
"SON2_002.61","SON2_002",1,61,61,"negative","10F_F.png","Context004.jpg",218.1139,"1!",0.9816
"SON2_002.62","SON2_002",1,62,62,"positive","28M_H.png","Context004.jpg",220.1923,"1!",1.0231
"SON2_002.63","SON2_002",1,63,63,"neutral","29M_N.png","Context004.jpg",222.2708,"1!",0.8888
"SON2_002.64","SON2_002",1,64,64,"negative","19F_F.png","Context004.jpg",224.3326,"1!",0.7069
"SON2_002.65","SON2_002",1,65,65,"negative","18F_F.png","Context004.jpg",226.411,"7&",1.0446
"SON2_002.66","SON2_002",1,66,66,"positive","12F_H.png","Context004.jpg",228.5227,"7&",1.3328
"SON2_002.67","SON2_002",1,67,67,"positive","14F_H.png","Context004.jpg",230.5842,"7&",0.983
"SON2_002.68","SON2_002",1,68,68,"neutral","42M_N.png","Context004.jpg",232.663,"7&",0.9046
"SON2_002.69","SON2_002",1,69,69,"neutral","34M_N.png","Context004.jpg",234.7414,"7&",1.6661
"SON2_002.70","SON2_002",1,70,70,"negative","34M_F.png","Context004.jpg",236.8198,"1!",0.8359
"SON2_002.71","SON2_002",1,71,71,"positive","42M_H.png","Context004.jpg",238.8983,"",NA
"SON2_002.72","SON2_002",1,72,72,"negative","01F_F.png","Context004.jpg",240.9601,"7&",1.6744
"SON2_002.73","SON2_002",1,73,73,"negative","05F_F.png","Context004.jpg",243.0384,"1!",0.6601
"SON2_002.74","SON2_002",1,74,74,"negative","07F_F.png","Context004.jpg",245.1002,"1!",0.8782
"SON2_002.75","SON2_002",1,75,75,"neutral","09F_N.png","Context004.jpg",247.1787,"7&",1.4558
"SON2_002.76","SON2_002",1,76,76,"negative","25M_F.png","Context004.jpg",249.2405,"7&",1.178
"SON2_002.77","SON2_002",1,77,77,"positive","38M_H.png","Context004.jpg",251.3188,"7&",1.1316
"SON2_002.78","SON2_002",1,78,78,"neutral","30M_N.png","Context004.jpg",253.3974,"1!",1.4211
"SON2_002.79","SON2_002",1,79,79,"positive","15F_H.png","Context004.jpg",255.4758,"7&",0.9187
"SON2_002.80","SON2_002",1,80,80,"negative","42M_F.png","Context004.jpg",257.5376,"7&",1.033
"SON2_002.81","SON2_002",1,81,81,"negative","02F_F.png","Context004.jpg",259.6161,"1!",1.1544
"SON2_002.82","SON2_002",1,82,82,"positive","36M_H.png","Context004.jpg",261.6945,"7&",1.0281
"SON2_002.83","SON2_002",1,83,83,"neutral","19F_N.png","Context004.jpg",263.773,"1!",0.8456
"SON2_002.84","SON2_002",1,84,84,"negative","11F_F.png","Context004.jpg",265.8514,"7&",0.6551
"SON2_002.85","SON2_002",1,85,85,"positive","35M_H.png","Context004.jpg",267.9132,"7&",0.7533
"SON2_002.86","SON2_002",1,86,86,"neutral","35M_N.png","Context004.jpg",269.975,"1!",0.7075
"SON2_002.87","SON2_002",1,87,87,"neutral","12F_N.png","Context004.jpg",272.0533,"1!",0.8613
"SON2_002.88","SON2_002",1,88,88,"positive","39M_H.png","Context004.jpg",274.1319,"7&",0.9027
"SON2_002.89","SON2_002",1,89,89,"positive","40M_H.png","Context004.jpg",276.1937,"1!",1.2649
"SON2_002.90","SON2_002",1,90,90,"negative","23M_F.png","Context004.jpg",278.272,"7&",1.0184
"SON2_002.91","SON2_002",1,91,91,"positive","21M_H.png","Context004.jpg",280.3504,"1!",1.284
"SON2_002.92","SON2_002",1,92,92,"positive","24M_H.png","Context004.jpg",282.429,"7&",1.1256
"SON2_002.93","SON2_002",1,93,93,"neutral","20M_N.png","Context004.jpg",284.5239,"1!",0.8785
"SON2_002.94","SON2_002",1,94,94,"negative","36M_F.png","Context004.jpg",286.6025,"1!",1.7201
"SON2_002.95","SON2_002",1,95,95,"positive","34M_H.png","Context004.jpg",288.8305,"7&",0.732
"SON2_002.96","SON2_002",1,96,96,"neutral","21M_N.png","Context004.jpg",290.909,"1!",1.0935
"SON2_002.97","SON2_002",1,97,97,"positive","10F_H.png","Context004.jpg",292.9874,"7&",0.9431
"SON2_002.98","SON2_002",1,98,98,"neutral","10F_N.png","Context004.jpg",295.0492,"1!",0.7133
"SON2_002.99","SON2_002",1,99,99,"positive","37M_H.png","Context004.jpg",297.1277,"7&",0.8268
"SON2_002.100","SON2_002",1,100,100,"neutral","13F_N.png","Context004.jpg",299.1894,"1!",0.8052
"SON2_002.101","SON2_002",1,101,101,"positive","29M_H.png","Context004.jpg",301.2679,"7&",0.7186
"SON2_002.102","SON2_002",1,102,102,"positive","03F_H.png","Context004.jpg",303.3297,"7&",0.9208
"SON2_002.103","SON2_002",1,103,103,"positive","31M_H.png","Context004.jpg",305.4247,"1!",1.4498
"SON2_002.104","SON2_002",1,104,104,"neutral","32M_N.png","Context004.jpg",307.5031,"1!",1.1553
"SON2_002.105","SON2_002",1,105,105,"positive","27M_H.png","Context004.jpg",309.648,"7&",1.3463
"SON2_002.106","SON2_002",1,106,106,"neutral","39M_N.png","Context004.jpg",311.7929,"1!",0.9374
"SON2_002.107","SON2_002",1,107,107,"neutral","15F_N.png","Context004.jpg",313.8715,"7&",1.451
"SON2_002.108","SON2_002",1,108,108,"negative","24M_F.png","Context004.jpg",315.9998,"7&",0.8347
"SON2_002.109","SON2_002",1,109,109,"negative","28M_F.png","Context004.jpg",318.0617,"1!",0.6609
"SON2_002.110","SON2_002",1,110,110,"positive","06F_H.png","Context004.jpg",320.1066,"7&",0.9439
"SON2_002.111","SON2_002",1,111,111,"positive","13F_H.png","Context004.jpg",322.1685,"7&",1.1378
"SON2_002.112","SON2_002",1,112,112,"neutral","02F_N.png","Context004.jpg",324.2635,"1!",1.003
"SON2_002.113","SON2_002",1,113,113,"positive","41M_H.png","Context004.jpg",326.3587,"7&",0.7077
"SON2_002.114","SON2_002",1,114,114,"negative","03F_F.png","Context004.jpg",328.5035,"1!",1.0588
"SON2_002.115","SON2_002",1,115,115,"positive","23M_H.png","Context004.jpg",330.5988,"1!",1.4917
"SON2_002.116","SON2_002",1,116,116,"negative","43M_F.png","Context004.jpg",332.7437,"1!",0.9148
"SON2_002.117","SON2_002",1,117,117,"neutral","18F_N.png","Context004.jpg",334.9384,"1!",0.9922
"SON2_002.118","SON2_002",1,118,118,"negative","06F_F.png","Context004.jpg",337.0502,"1!",0.8963
"SON2_002.119","SON2_002",1,119,119,"neutral","05F_N.png","Context004.jpg",339.1285,"1!",0.6738
"SON2_002.120","SON2_002",1,120,120,"neutral","25M_N.png","Context004.jpg",341.1905,"1!",0.4922
"SON2_002.121","SON2_002",1,121,121,"negative","32M_F.png","Context004.jpg",343.2689,"7&",1.2776
"SON2_002.122","SON2_002",1,122,122,"positive","19F_H.png","Context004.jpg",345.3473,"1!",0.7912
"SON2_002.123","SON2_002",1,123,123,"neutral","36M_N.png","Context004.jpg",347.4258,"1!",1.0487
"SON2_002.124","SON2_002",1,124,124,"negative","20M_F.png","Context004.jpg",349.4874,"1!",0.6831
"SON2_002.125","SON2_002",1,125,125,"negative","14F_F.png","Context004.jpg",351.5658,"1!",0.8767
"SON2_002.126","SON2_002",1,126,126,"negative","41M_F.png","Context004.jpg",353.6278,"7&",0.8787
"2016_visit2.1","20161",1,1,1,"negative","26M_F.png","Context001.jpg",121.4815,"1!",1.1573
"2016_visit2.2","20161",1,2,2,"neutral","24M_N.png","Context002.jpg",123.5316,"1!",1.8409
"2016_visit2.3","20161",1,3,3,"positive","07F_H.png","Context003.jpg",125.5984,"7&",0.815
"2016_visit2.4","20161",1,4,4,"positive","11F_H.png","Context004.jpg",127.6485,"7&",0.7497
"2016_visit2.5","20161",1,5,5,"neutral","28M_N.png","Context001.jpg",129.6987,"1!",0.8985
"2016_visit2.6","20161",1,6,6,"negative","22M_F.png","Context002.jpg",131.7321,"7&",0.7548
"2016_visit2.7","20161",1,7,7,"neutral","11F_N.png","Context003.jpg",133.7823,"7&",1.0385
"2016_visit2.8","20161",1,8,8,"positive","16F_H.png","Context004.jpg",135.8325,"7&",0.7283
"2016_visit2.9","20161",1,9,9,"neutral","33M_N.png","Context004.jpg",137.8826,"1!",1.7659
"2016_visit2.10","20161",1,10,10,"positive","09F_H.png","Context004.jpg",139.9327,"7&",1.9276
"2016_visit2.11","20161",1,11,11,"negative","15F_F.png","Context004.jpg",141.9829,"",NA
"2016_visit2.12","20161",1,12,12,"positive","05F_H.png","Context004.jpg",144.0164,"7&",1.0928
"2016_visit2.13","20161",1,13,13,"negative","38M_F.png","Context004.jpg",146.0665,"1!",0.8445
"2016_visit2.14","20161",1,14,14,"negative","30M_F.png","Context004.jpg",148.1,"1!",0.8809
"2016_visit2.15","20161",1,15,15,"negative","17F_F.png","Context004.jpg",150.1335,"7&",0.8472
"2016_visit2.16","20161",1,16,16,"positive","08F_H.png","Context004.jpg",152.1836,"7&",0.833
"2016_visit2.17","20161",1,17,17,"negative","29M_F.png","Context004.jpg",154.2171,"1!",0.8394
"2016_visit2.18","20161",1,18,18,"neutral","08F_N.png","Context004.jpg",156.2672,"1!",0.7091
"2016_visit2.19","20161",1,19,19,"negative","33M_F.png","Context004.jpg",158.3173,"1!",0.5428
"2016_visit2.20","20161",1,20,20,"negative","31M_F.png","Context004.jpg",160.3675,"7&",1.1475
